FUND,Date,Direction,Ticker,CUSIP,Company,Shares,% of ETF
ARKK,1/21/2021,Buy,TXG,88025U109,10X GENOMICS INC,"83,229",0.0647
ARKK,1/21/2021,Buy,NTDOY,654445303,NINTENDO CO LTD,"35,300",0.0114
ARKK,1/21/2021,Buy,TCEHY,88032Q109,TENCENT HOLDINGS LTD,"588,079",0.2216
ARKK,1/21/2021,Buy,PCAR,693718108,PACCAR INC,"224,557",0.0911
ARKK,1/21/2021,Buy,SHOP,82509L107,SHOPIFY INC,"39,612",0.202
ARKK,1/21/2021,Sell,CGEN,M25722105,COMPUGEN LTD,"12,750",0.0007
ARKK,1/21/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"34,559",0.0024
ARKK,1/21/2021,Sell,NSTG,63009R109,NANOSTRING TECHNOLOGIES INC,"97,271",0.03
ARKQ,1/21/2021,Buy,BIDU,56752108,BAIDU INC,"10,470",0.1009
ARKQ,1/21/2021,Buy,NVDA,67066G104,NVIDIA CORP,"9,951",0.2009
ARKQ,1/21/2021,Buy,JD,47215P106,JD.COM INC,"57,723",0.202
ARKQ,1/21/2021,Buy,JD,47215P106,JD.COM INC,"85,075",0.2963
ARKQ,1/21/2021,Buy,MGA,559222401,MAGNA INTERNATIONAL INC,"54,220",0.1548
ARKQ,1/21/2021,Buy,SNPS,871607107,SYNOPSYS INC,"35,003",0.3552
ARKQ,1/21/2021,Buy,KTOS,50077B207,KRATOS DEFENSE & SECURITY SOLUTIONS INC,"80,343",0.0883
ARKQ,1/21/2021,Sell,MTLS,57667T100,MATERIALISE NV,"51,729",0.1328
ARKW,1/21/2021,Buy,ADYEY,00783V104,ADYEN NV,"55,000",0.0395
ARKG,1/22/2021,Buy,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,"22,300",0.0466
ARKG,1/22/2021,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,"28,771",0.0236
ARKG,1/22/2021,Buy,EXAS,30063P105,EXACT SCIENCES CORP,"70,593",0.0921
ARKG,1/22/2021,Buy,TMO,883556102,THERMO FISHER SCIENTIFIC INC,"67,644",0.3026
ARKG,1/22/2021,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,"77,059",0.0415
ARKG,1/22/2021,Buy,VEEV,922475108,VEEVA SYSTEMS INC,"67,146",0.1688
ARKG,1/22/2021,Buy,TAK,874060205,TAKEDA PHARMACEUTICAL CO LTD,"1,608,515",0.2513
ARKG,1/22/2021,Buy,INCY,45337C102,INCYTE CORP,"201,227",0.1694
ARKG,1/22/2021,Sell,TWST,90184D100,TWIST BIOSCIENCE CORP,"41,632",0.0693
ARKG,1/22/2021,Sell,CSTL,14843C105,CASTLE BIOSCIENCES INC,"5,936",0.0041
ARKG,1/22/2021,Sell,CRSP,H17182108,CRISPR THERAPEUTICS AG,"106,700",0.1744
ARKK,1/22/2021,Buy,PINS,72352L106,PINTEREST INC,"50,394",0.0158
ARKK,1/22/2021,Buy,PYPL,70450Y103,PAYPAL HOLDINGS INC,"80,852",0.0848
ARKK,1/22/2021,Buy,PCAR,693718108,PACCAR INC,"47,917",0.0196
ARKK,1/22/2021,Buy,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"545,875",0.2978
ARKK,1/22/2021,Buy,TXG,88025U109,10X GENOMICS INC,"36,924",0.0289
ARKK,1/22/2021,Buy,NTDOY,654445303,NINTENDO CO LTD,"72,100",0.0233
ARKK,1/22/2021,Sell,CGEN,M25722105,COMPUGEN LTD,"56,200",0.0029
ARKK,1/22/2021,Sell,ROKU,77543R102,ROKU INC,"87,870",0.155
ARKK,1/22/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"8,276",0.0005
ARKQ,1/22/2021,Buy,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"64,338",0.3037
ARKQ,1/22/2021,Buy,KTOS,50077B207,KRATOS DEFENSE & SECURITY SOLUTIONS INC,"92,824",0.1004
ARKQ,1/22/2021,Sell,MTLS,57667T100,MATERIALISE NV,"15,893",0.0396
ARKW,1/22/2021,Buy,ADYEY,00783V104,ADYEN NV,"60,000",0.0427
ARKW,1/22/2021,Buy,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"150,274",0.2952
ARKW,1/22/2021,Sell,SPLK,848637104,SPLUNK INC,"166,756",0.4328
ARKW,1/22/2021,Sell,ROKU,77543R102,ROKU INC,"23,200",0.1476
ARKF,1/25/2021,Buy,JD,47215P106,JD.COM INC,"83,601",0.3024
ARKF,1/25/2021,Sell,MELI,58733R102,MERCADOLIBRE INC,"8,585",0.5989
ARKG,1/25/2021,Buy,VEEV,922475108,VEEVA SYSTEMS INC,"51,200",0.1299
ARKG,1/25/2021,Buy,CDXS,192005106,CODEXIS INC,"39,184",0.0084
ARKG,1/25/2021,Buy,TXG,88025U109,10X GENOMICS INC,"46,935",0.0741
ARKG,1/25/2021,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,"25,000",0.0219
ARKG,1/25/2021,Buy,INCY,45337C102,INCYTE CORP,"33,900",0.0294
ARKG,1/25/2021,Buy,EXAS,30063P105,EXACT SCIENCES CORP,"191,184",0.2555
ARKG,1/25/2021,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,"176,756",0.0952
ARKG,1/25/2021,Buy,TAK,874060205,TAKEDA PHARMACEUTICAL CO LTD,"1,215,000",0.1939
ARKG,1/25/2021,Buy,ACCD,4.37E+104,ACCOLADE INC,"435,051",0.2103
ARKG,1/25/2021,Sell,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,"60,401",0.0188
ARKG,1/25/2021,Sell,CRSP,H17182108,CRISPR THERAPEUTICS AG,"71,821",0.113
ARKG,1/25/2021,Sell,CSTL,14843C105,CASTLE BIOSCIENCES INC,"17,709",0.0119
ARKG,1/25/2021,Sell,TWST,90184D100,TWIST BIOSCIENCE CORP,"51,571",0.0839
ARKK,1/25/2021,Buy,NTDOY,654445303,NINTENDO CO LTD,"217,200",0.0684
ARKK,1/25/2021,Buy,PCAR,693718108,PACCAR INC,"90,981",0.0369
ARKK,1/25/2021,Sell,CGEN,M25722105,COMPUGEN LTD,"54,768",0.0029
ARKK,1/25/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"9,607",0.0006
ARKQ,1/25/2021,Buy,ISRG,46120E602,INTUITIVE SURGICAL INC,"9,071",0.2386
ARKQ,1/25/2021,Sell,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,"20,619",0.0354
ARKQ,1/25/2021,Sell,AVAV,8073108,AEROVIRONMENT INC,"8,390",0.0395
ARKQ,1/25/2021,Sell,MTLS,57667T100,MATERIALISE NV,"34,086",0.0878
ARKW,1/25/2021,Buy,ADYEY,00783V104,ADYEN NV,"66,724",0.0455
ARKW,1/25/2021,Buy,API,00851L103,AGORA INC,"225,525",0.1583
ARKW,1/25/2021,Buy,ICE,45866F104,INTERCONTINENTAL EXCHANGE INC,"89,508",0.1496
ARKW,1/25/2021,Buy,TWLO,90138F102,TWILIO INC,"25,627",0.1514
ARKW,1/25/2021,Sell,SPLK,848637104,SPLUNK INC,"193,112",0.4866
ARKW,1/25/2021,Sell,ROKU,77543R102,ROKU INC,"18,700",0.1177
ARKG,1/26/2021,Buy,TXG,88025U109,10X GENOMICS INC,"122,538",0.1939
ARKG,1/26/2021,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,"134,100",0.0761
ARKG,1/26/2021,Buy,INCY,45337C102,INCYTE CORP,"101,175",0.0904
ARKG,1/26/2021,Buy,CDXS,192005106,CODEXIS INC,"58,628",0.0133
ARKG,1/26/2021,Buy,EXAS,30063P105,EXACT SCIENCES CORP,"44,160",0.0606
ARKG,1/26/2021,Sell,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,"21,269",0.0068
ARKK,1/26/2021,Buy,PCAR,693718108,PACCAR INC,"100,700",0.0413
ARKK,1/26/2021,Buy,PCAR,693718108,PACCAR INC,"197,800",0.0817
ARKK,1/26/2021,Buy,NVS,66987V109,NOVARTIS AG,"364,291",0.1473
ARKK,1/26/2021,Buy,NTDOY,654445303,NINTENDO CO LTD,"125,200",0.0402
ARKK,1/26/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"1,062",0.0001
ARKQ,1/26/2021,Buy,KMTUY,500458401,KOMATSU LTD,"168,079",0.1589
ARKQ,1/26/2021,Buy,EXPC,30217C109,EXPERIENCE INVESTMENT CORP,"15,731",0.0076
ARKQ,1/26/2021,Buy,ROK,773903109,ROCKWELL AUTOMATION INC,"23,735",0.1993
ARKQ,1/26/2021,Buy,TER,880770102,TERADYNE INC,"86,026",0.4027
ARKQ,1/26/2021,Buy,PCAR,693718108,PACCAR INC,"77,700",0.2489
ARKQ,1/26/2021,Sell,TSLA,88160R101,TESLA INC,"6,876",0.2043
ARKQ,1/26/2021,Sell,MTLS,57667T100,MATERIALISE NV,"24,895",0.0573
ARKQ,1/26/2021,Sell,AVAV,8073108,AEROVIRONMENT INC,"32,000",0.1372
ARKQ,1/26/2021,Sell,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,"97,498",0.1598
ARKW,1/26/2021,Buy,API,00851L103,AGORA INC,"476,091",0.3458
ARKW,1/26/2021,Buy,TWTR,90184L102,TWITTER INC,"1,412,246",1.0672
ARKW,1/26/2021,Buy,ADYEY,00783V104,ADYEN NV,"19,800",0.0134
ARKW,1/26/2021,Sell,PINS,72352L106,PINTEREST INC,"400,584",0.4257
ARKW,1/26/2021,Sell,SNAP,83304A106,SNAP INC,"623,400",0.4974
ARKW,1/26/2021,Sell,ROKU,77543R102,ROKU INC,"60,266",0.3807
ARKG,1/28/2021,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,"81,400",0.03
ARKG,1/28/2021,Buy,ACCD,4.37E+104,ACCOLADE INC,"45,600",0.02
ARKG,1/28/2021,Buy,CDXS,192005106,CODEXIS INC,"22,218",0
ARKG,1/28/2021,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,"28,000",0.02
ARKG,1/28/2021,Buy,TXG,88025U109,10X GENOMICS INC,"16,900",0.03
ARKG,1/28/2021,Sell,GOOGL,02079K305,ALPHABET INC,"4,300",0.07
ARKG,1/28/2021,Sell,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,"72,827",0.02
ARKK,1/28/2021,Buy,NVS,66987V109,NOVARTIS AG,"150,052",0.06
ARKK,1/28/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"1,515",0
ARKK,1/28/2021,Buy,TSLA,88160R101,TESLA INC,"51,643",0.18
ARKK,1/28/2021,Sell,ROKU,77543R102,ROKU INC,"55,744",0.1
ARKQ,1/28/2021,Buy,EXPC,30217C109,EXPERIENCE INVESTMENT CORP,"144,804",0.07
ARKQ,1/28/2021,Buy,TER,880770102,TERADYNE INC,"60,732",0.25
ARKQ,1/28/2021,Sell,MTLS,57667T100,MATERIALISE NV,"16,419",0.04
ARKW,1/28/2021,Buy,SKLZ,83067L109,SKILLZ INC,"268,200",0.11
ARKW,1/28/2021,Buy,TSLA,88160R101,TESLA INC,"15,300",0.19
ARKG,1/29/2021,Buy,CDXS,192005106,CODEXIS INC,"63,705",0.01
ARKG,1/29/2021,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,"67,820",0.04
ARKG,1/29/2021,Buy,TXG,88025U109,10X GENOMICS INC,"45,313",0.07
ARKG,1/29/2021,Sell,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,"17,304",0.01
ARKK,1/29/2021,Buy,PCAR,693718108,PACCAR INC,"74,461",0.03
ARKK,1/29/2021,Buy,TSLA,88160R101,TESLA INC,"85,562",0.3
ARKK,1/29/2021,Buy,NVS,66987V109,NOVARTIS AG,"92,187",0.04
ARKK,1/29/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"95,867",0.04
ARKK,1/29/2021,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,"95,870",0.04
ARKK,1/29/2021,Buy,BEKE,482497104,KE HOLDINGS INC,"361,110",0.09
ARKK,1/29/2021,Sell,SQ,852234103,SQUARE INC,"27,600",0.03
ARKK,1/29/2021,Sell,PYPL,70450Y103,PAYPAL HOLDINGS INC,"24,900",0.03
ARKK,1/29/2021,Sell,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"89,467",0.05
ARKK,1/29/2021,Sell,SPLK,848637104,SPLUNK INC,"10,835",0.01
ARKK,1/29/2021,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,"6,007",0.01
ARKK,1/29/2021,Sell,SQ,852234103,SQUARE INC,"82,410",0.08
ARKK,1/29/2021,Sell,PINS,72352L106,PINTEREST INC,"88,700",0.03
ARKK,1/29/2021,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,"8,900",0.02
ARKK,1/29/2021,Sell,Z,98954M200,ZILLOW GROUP INC,"94,692",0.05
ARKK,1/29/2021,Sell,PINS,72352L106,PINTEREST INC,"240,818",0.07
ARKK,1/29/2021,Sell,SPLK,848637104,SPLUNK INC,"21,672",0.02
ARKK,1/29/2021,Sell,PYPL,70450Y103,PAYPAL HOLDINGS INC,"88,100",0.09
ARKK,1/29/2021,Sell,ROKU,77543R102,ROKU INC,"55,837",0.1
ARKK,1/29/2021,Sell,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"183,257",0.1
ARKQ,1/29/2021,Buy,EXPC,30217C109,EXPERIENCE INVESTMENT CORP,"58,639",0.03
ARKQ,1/29/2021,Sell,MTLS,57667T100,MATERIALISE NV,"5,585",0.01
ARKW,1/29/2021,Buy,TSLA,88160R101,TESLA INC,"23,434",0.29
ARKW,1/29/2021,Sell,API,00851L103,AGORA INC,"51,104",0.04
ARKW,1/29/2021,Sell,ROKU,77543R102,ROKU INC,"33,512",0.2
ARKW,1/29/2021,Sell,FB,30303M102,FACEBOOK INC,"25,943",0.1
ARKG,2/1/2021,Buy,CDXS,192005106,CODEXIS INC,"62,497",0.0134
ARKG,2/1/2021,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,"10,283",0.0034
ARKG,2/1/2021,Sell,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,"210,508",0.0645
ARKK,2/1/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"154,509",0.0608
ARKK,2/1/2021,Buy,PCAR,693718108,PACCAR INC,"263,029",0.1024
ARKK,2/1/2021,Buy,TER,880770102,TERADYNE INC,"295,371",0.1465
ARKK,2/1/2021,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,"58,218",0.0241
ARKK,2/1/2021,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,"5,130",0.0111
ARKK,2/1/2021,Sell,SQ,852234103,SQUARE INC,"88,752",0.0818
ARKK,2/1/2021,Sell,PYPL,70450Y103,PAYPAL HOLDINGS INC,"74,931",0.0754
ARKK,2/1/2021,Sell,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"178,392",0.0947
ARKK,2/1/2021,Sell,SPLK,848637104,SPLUNK INC,"33,677",0.024
ARKK,2/1/2021,Sell,Z,98954M200,ZILLOW GROUP INC,"85,043",0.0476
ARKQ,2/1/2021,Buy,NVDA,67066G104,NVIDIA CORP,"28,521",0.502
ARKQ,2/1/2021,Buy,LMT,539830109,LOCKHEED MARTIN CORP,"47,673",0.5146
ARKQ,2/1/2021,Sell,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"35,947",0.1506
ARKQ,2/1/2021,Sell,SPCE,92766K106,VIRGIN GALACTIC HOLDINGS INC,"109,300",0.1935
ARKQ,2/1/2021,Sell,NNDM,63008G203,NANO DIMENSION LTD,"300,200",0.1406
ARKQ,2/1/2021,Sell,FLIR,302445101,FLIR SYSTEMS INC,"70,604",0.1255
ARKQ,2/1/2021,Sell,AVAV,8073108,AEROVIRONMENT INC,"6,132",0.0241
ARKQ,2/1/2021,Sell,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,"38,767",0.0644
ARKQ,2/1/2021,Sell,MTLS,57667T100,MATERIALISE NV,"62,000",0.1412
ARKQ,2/1/2021,Sell,BYDDY,05606L100,BYD CO LTD,"31,503",0.0671
ARKW,2/1/2021,Buy,BEKE,482497104,KE HOLDINGS INC,"110,900",0.0986
ARKW,2/1/2021,Buy,NVDA,67066G104,NVIDIA CORP,"64,133",0.4975
ARKW,2/1/2021,Buy,DKNG,26142R104,DRAFTKINGS INC,"620,300",0.5007
ARKW,2/1/2021,Sell,API,00851L103,AGORA INC,"54,100",0.0577
ARKW,2/1/2021,Sell,ROKU,77543R102,ROKU INC,"73,244",0.4403
ARKW,2/1/2021,Sell,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"135,094",0.2477
ARKW,2/1/2021,Sell,FSLY,31188V100,FASTLY INC,"166,618",0.2675
ARKF,2/2/2021,Buy,BEKE,482497104,KE HOLDINGS INC,"114,300",0.2451
ARKF,2/2/2021,Sell,SE,81141R100,SEA LTD,"29,463",0.2364
ARKG,2/2/2021,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,"8,401",0.0027
ARKG,2/2/2021,Buy,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,"81,700",0.1571
ARKG,2/2/2021,Buy,NVS,66987V109,NOVARTIS AG,"30,705",0.0243
ARKG,2/2/2021,Sell,TWST,90184D100,TWIST BIOSCIENCE CORP,"36,731",0.0641
ARKK,2/2/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"5,878",0.0023
ARKK,2/2/2021,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,"18,210",0.0073
ARKK,2/2/2021,Buy,PCAR,693718108,PACCAR INC,"353,900",0.1323
ARKK,2/2/2021,Buy,TER,880770102,TERADYNE INC,"605,664",0.2977
ARKK,2/2/2021,Sell,SPLK,848637104,SPLUNK INC,"66,224",0.0476
ARKQ,2/2/2021,Buy,LMT,539830109,LOCKHEED MARTIN CORP,"16,500",0.1759
ARKQ,2/2/2021,Sell,FLIR,302445101,FLIR SYSTEMS INC,"65,160",0.1139
ARKQ,2/2/2021,Sell,AVAV,8073108,AEROVIRONMENT INC,"6,193",0.0239
ARKQ,2/2/2021,Sell,MTLS,57667T100,MATERIALISE NV,"18,976",0.0441
ARKQ,2/2/2021,Sell,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,"86,227",0.1398
ARKQ,2/2/2021,Sell,MTLS,57667T100,MATERIALISE NV,"39,000",0.0941
ARKQ,2/2/2021,Sell,BYDDY,05606L100,BYD CO LTD,"37,196",0.0825
ARKW,2/2/2021,Sell,FSLY,31188V100,FASTLY INC,"22,800",0.0344
ARKG,2/3/2021,Buy,NVS,66987V109,NOVARTIS AG,"299,907",0.2332
ARKG,2/3/2021,Buy,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,"57,100",0.1072
ARKG,2/3/2021,Sell,TWST,90184D100,TWIST BIOSCIENCE CORP,"97,415",0.1615
ARKK,2/3/2021,Buy,SPOT,L8681T102,SPOTIFY TECHNOLOGY SA,"385,932",0.498
ARKK,2/3/2021,Buy,PCAR,693718108,PACCAR INC,"318,474",0.1231
ARKK,2/3/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"98,059",0.0394
ARKK,2/3/2021,Buy,TER,880770102,TERADYNE INC,"104,809",0.0524
ARKK,2/3/2021,Sell,ROKU,77543R102,ROKU INC,"53,551",0.0924
ARKK,2/3/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"25,276",0.0015
ARKK,2/3/2021,Sell,SPLK,848637104,SPLUNK INC,"173,800",0.1217
ARKQ,2/3/2021,Buy,TER,880770102,TERADYNE INC,"189,234",0.7044
ARKQ,2/3/2021,Sell,NNDM,63008G203,NANO DIMENSION LTD,"310,800",0.1462
ARKQ,2/3/2021,Sell,FLIR,302445101,FLIR SYSTEMS INC,"50,496",0.0842
ARKQ,2/3/2021,Sell,AVAV,8073108,AEROVIRONMENT INC,"13,095",0.0484
ARKQ,2/3/2021,Sell,BYDDY,05606L100,BYD CO LTD,"31,150",0.0652
ARKQ,2/3/2021,Sell,MTLS,57667T100,MATERIALISE NV,"47,430",0.1039
ARKW,2/3/2021,Buy,SPOT,L8681T102,SPOTIFY TECHNOLOGY SA,"117,796",0.5059
ARKW,2/3/2021,Sell,PSTG,74624M102,PURE STORAGE INC,"261,344",0.095
ARKF,2/4/2021,Buy,BILL,90043100,BILL.COM HOLDINGS INC,"98,899",0.4469
ARKF,2/4/2021,Buy,PYPL,70450Y103,PAYPAL HOLDINGS INC,"66,100",0.5743
ARKF,2/4/2021,Sell,LSPD,53227R106,LIGHTSPEED POS INC,"371,800",0.8888
ARKK,2/4/2021,Buy,PCAR,693718108,PACCAR INC,"341,900",0.1319
ARKK,2/4/2021,Buy,NVS,66987V109,NOVARTIS AG,"247,057",0.0883
ARKK,2/4/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"56,095",0.0227
ARKK,2/4/2021,Sell,ROKU,77543R102,ROKU INC,"73,362",0.1243
ARKK,2/4/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"7,639",0.0004
ARKK,2/4/2021,Sell,SPLK,848637104,SPLUNK INC,"75,789",0.0519
ARKQ,2/4/2021,Buy,TER,880770102,TERADYNE INC,"90,219",0.333
ARKQ,2/4/2021,Sell,MTLS,57667T100,MATERIALISE NV,"21,159",0.0458
ARKQ,2/4/2021,Sell,BYDDY,05606L100,BYD CO LTD,"17,865",0.0354
ARKQ,2/4/2021,Sell,AVAV,8073108,AEROVIRONMENT INC,"12,619",0.0458
ARKQ,2/4/2021,Sell,FLIR,302445101,FLIR SYSTEMS INC,"44,757",0.0726
ARKW,2/4/2021,Sell,PSTG,74624M102,PURE STORAGE INC,"180,074",0.0654
ARKF,2/5/2021,Buy,PYPL,70450Y103,PAYPAL HOLDINGS INC,"24,743",0.2058
ARKF,2/5/2021,Sell,LSPD,53227R106,LIGHTSPEED POS INC,"111,900",0.2554
ARKG,2/5/2021,Buy,TMO,883556102,THERMO FISHER SCIENTIFIC INC,"35,713",0.146
ARKG,2/5/2021,Buy,LGVW,543195101,LONGVIEW ACQUISITION CORP,"67,318",0.0114
ARKG,2/5/2021,Buy,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,"111,700",0.2007
ARKG,2/5/2021,Buy,REGN,75886F107,REGENERON PHARMACEUTICALS INC,"62,701",0.2621
ARKK,2/5/2021,Buy,U,91332U101,UNITY SOFTWARE INC,"764,700",0.4018
ARKK,2/5/2021,Buy,NVS,66987V109,NOVARTIS AG,"282,125",0.0999
ARKK,2/5/2021,Buy,SNAP,83304A106,SNAP INC,"2,187,585",0.4974
ARKK,2/5/2021,Sell,ROKU,77543R102,ROKU INC,"59,542",0.1015
ARKK,2/5/2021,Sell,SPLK,848637104,SPLUNK INC,"98,656",0.0662
ARKK,2/5/2021,Sell,PSTG,74624M102,PURE STORAGE INC,"239,400",0.0253
ARKK,2/5/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"18,364",0.0011
ARKK,2/5/2021,Sell,PINS,72352L106,PINTEREST INC,"1,472,171",0.4724
ARKQ,2/5/2021,Buy,KTOS,50077B207,KRATOS DEFENSE & SECURITY SOLUTIONS INC,"134,426",0.1149
ARKQ,2/5/2021,Buy,TER,880770102,TERADYNE INC,"49,277",0.1818
ARKQ,2/5/2021,Buy,NVDA,67066G104,NVIDIA CORP,"18,609",0.2977
ARKQ,2/5/2021,Sell,AVAV,8073108,AEROVIRONMENT INC,"8,344",0.03
ARKW,2/5/2021,Buy,PTON,70614W100,PELOTON INTERACTIVE INC,"106,200",0.2001
ARKW,2/5/2021,Sell,HUYA,44852D108,HUYA INC,"219,670",0.076
ARKW,2/5/2021,Sell,API,00851L103,AGORA INC,"120,800",0.1502
ARKF,2/8/2021,Buy,SHOP,82509L107,SHOPIFY INC,"31,934",1.2583
ARKF,2/8/2021,Buy,DKNG,26142R104,DRAFTKINGS INC,"272,900",0.5039
ARKF,2/8/2021,Sell,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"75,172",0.2955
ARKF,2/8/2021,Sell,MELI,58733R102,MERCADOLIBRE INC,"5,311",0.2986
ARKF,2/8/2021,Sell,PINS,72352L106,PINTEREST INC,"123,938",0.2904
ARKF,2/8/2021,Sell,SE,81141R100,SEA LTD,"37,851",0.2998
ARKF,2/8/2021,Sell,PDD,722304102,PINDUODUO INC,"87,005",0.4957
ARKF,2/8/2021,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,"106,194",0.3002
ARKG,2/8/2021,Buy,RHHBY,771195104,ROCHE HOLDING AG,"73,800",0.0256
ARKG,2/8/2021,Buy,NVS,66987V109,NOVARTIS AG,"47,803",0.0351
ARKG,2/8/2021,Buy,REGN,75886F107,REGENERON PHARMACEUTICALS INC,"72,200",0.4261
ARKG,2/8/2021,Sell,CDNA,14167L103,CAREDX INC,"36,721",0.0274
ARKK,2/8/2021,Buy,NVS,66987V109,NOVARTIS AG,"15,467",0.0054
ARKK,2/8/2021,Buy,U,91332U101,UNITY SOFTWARE INC,"419,100",0.3365
ARKK,2/8/2021,Sell,PSTG,74624M102,PURE STORAGE INC,"688,087",0.0719
ARKK,2/8/2021,Sell,MTLS,57667T100,MATERIALISE NV,"71,300",0.021
ARKK,2/8/2021,Sell,SPLK,848637104,SPLUNK INC,"73,201",0.0479
ARKK,2/8/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"160,518",0.0109
ARKQ,2/8/2021,Buy,PCAR,693718108,PACCAR INC,"52,207",0.1401
ARKQ,2/8/2021,Buy,KTOS,50077B207,KRATOS DEFENSE & SECURITY SOLUTIONS INC,"42,985",0.0362
ARKQ,2/8/2021,Buy,EXPC,30217C109,EXPERIENCE INVESTMENT CORP,"85,911",0.0365
ARKQ,2/8/2021,Buy,KMTUY,500458401,KOMATSU LTD,"7,728",0.0064
ARKQ,2/8/2021,Buy,BABA,01609W102,ALIBABA GROUP HOLDING LTD,"136,339",0.9995
ARKQ,2/8/2021,Sell,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"41,000",0.1517
ARKQ,2/8/2021,Sell,SPCE,92766K106,VIRGIN GALACTIC HOLDINGS INC,"253,600",0.3948
ARKQ,2/8/2021,Sell,AVAV,8073108,AEROVIRONMENT INC,"5,991",0.021
ARKQ,2/8/2021,Sell,NNDM,63008G203,NANO DIMENSION LTD,"405,655",0.1823
ARKW,2/8/2021,Buy,DKNG,26142R104,DRAFTKINGS INC,"229,500",0.1762
ARKW,2/8/2021,Buy,TWTR,90184L102,TWITTER INC,"436,170",0.3144
ARKW,2/8/2021,Buy,SHOP,82509L107,SHOPIFY INC,"12,300",0.2046
ARKW,2/8/2021,Buy,U,91332U101,UNITY SOFTWARE INC,"183,300",0.4878
ARKW,2/8/2021,Sell,PINS,72352L106,PINTEREST INC,"329,200",0.3256
ARKW,2/8/2021,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,"196,000",0.2318
ARKW,2/8/2021,Sell,API,00851L103,AGORA INC,"157,993",0.1952
ARKW,2/8/2021,Sell,SE,81141R100,SEA LTD,"101,800",0.3317
ARKF,2/9/2021,Buy,PYPL,70450Y103,PAYPAL HOLDINGS INC,"20,600",0.1671
ARKF,2/9/2021,Sell,LSPD,53227R106,LIGHTSPEED POS INC,"44,100",0.0923
ARKG,2/9/2021,Buy,NVS,66987V109,NOVARTIS AG,"426,773",0.3095
